order_id,date,product_category,region,channel,quantity,unit_price,revenue,cost,profit,profit_margin,customer_id,is_returned,marketing_spend,customer_age_group
ORD-00005-0044,2022-01-06,Beauty & Personal Care,Dhaka,Online,4,1888.62,7554.49,4381.6,3172.88,0.378,CUST-4376,0,1472.71,35-44
ORD-00005-0045,2022-01-06,Food & Beverage,Khulna,Marketplace,12,656.36,7876.33,4331.98,3544.35,0.39,CUST-9549,0,1936.37,25-34
ORD-00005-0046,2022-01-06,Electronics,Chittagong,Online,2,14385.13,28770.26,22440.8,6329.46,0.211,CUST-5835,0,2154.85,35-44
ORD-00005-0047,2022-01-06,Clothing,Sylhet,Online,13,2770.32,36014.19,22328.8,13685.39,0.332,CUST-6713,0,1827.26,45-54
ORD-00005-0048,2022-01-06,Electronics,Khulna,Online,5,15723.22,78616.09,61320.55,17295.54,0.212,CUST-3193,0,621.17,35-44
ORD-00005-0049,2022-01-06,Clothing,Mymensingh,Online,13,2947.38,38315.99,23755.91,14560.08,0.327,CUST-9702,0,357.85,45-54
ORD-00005-0050,2022-01-06,Sports & Fitness,Mymensingh,Mobile App,5,5243.64,26218.22,18877.12,7341.1,0.299,CUST-5809,0,892.57,25-34
ORD-00005-0051,2022-01-06,Electronics,Mymensingh,Store,14,16091.68,225283.5,175721.13,49562.37,0.237,CUST-4419,0,262.12,25-34
ORD-00005-0052,2022-01-06,Food & Beverage,Khulna,Mobile App,1,750.8,750.8,412.94,337.86,0.458,CUST-8901,0,1851.88,25-34
ORD-00005-0053,2022-01-06,Clothing,Sylhet,Online,11,2719.28,29912.1,18545.5,11366.6,0.339,CUST-7881,0,1851.77,25-34
ORD-00005-0054,2022-01-06,Clothing,Khulna,Mobile App,6,2391.79,14350.72,8897.45,5453.28,0.427,CUST-5637,0,2614.62,55+
ORD-00006-0055,2022-01-07,Electronics,Dhaka,Online,11,12864.31,141507.4,110375.77,31131.63,0.229,CUST-9472,0,1527.09,35-44
ORD-00006-0056,2022-01-07,Electronics,Dhaka,Online,5,12275.86,61379.32,47875.87,13503.45,0.21,CUST-7677,0,537.78,25-34
ORD-00006-0057,2022-01-07,Electronics,Chittagong,Online,13,15398.07,200174.87,156136.4,44038.47,0.193,CUST-7190,0,428.93,45-54
ORD-00006-0058,2022-01-07,Books & Stationery,Dhaka,Online,1,462.3,462.3,231.15,231.15,0.515,CUST-6811,0,1237.32,25-34
ORD-00006-0059,2022-01-07,Food & Beverage,Chittagong,Online,13,806.51,10484.66,5766.56,4718.1,0.402,CUST-6126,0,2564.43,35-44
ORD-00006-0060,2022-01-07,Electronics,Khulna,Online,3,14390.49,43171.47,33673.75,9497.72,0.205,CUST-9905,0,2553.99,18-24
ORD-00006-0061,2022-01-07,Food & Beverage,Dhaka,Mobile App,9,763.45,6871.08,3779.1,3091.99,0.489,CUST-7371,0,1843.16,35-44
ORD-00006-0062,2022-01-07,Clothing,Dhaka,Store,6,2319.25,13915.49,8627.6,5287.89,0.392,CUST-1876,0,2814.34,18-24
ORD-00006-0063,2022-01-07,Electronics,Chittagong,Online,14,15292.72,214098.03,166996.46,47101.57,0.206,CUST-4735,0,424.65,35-44
ORD-00007-0064,2022-01-08,Food & Beverage,Dhaka,Marketplace,6,917.02,5502.1,3026.16,2475.95,0.478,CUST-9915,0,878.75,18-24
ORD-00007-0065,2022-01-08,Food & Beverage,Dhaka,Marketplace,11,849.25,9341.7,5137.94,4203.77,0.426,CUST-4744,0,1471.95,35-44
ORD-00007-0066,2022-01-08,Food & Beverage,Dhaka,Online,4,886.45,3545.78,1950.18,1595.6,0.475,CUST-3832,0,1524.87,35-44
ORD-00007-0067,2022-01-08,Sports & Fitness,Dhaka,Marketplace,12,4967.87,59614.5,42922.44,16692.06,0.248,CUST-9567,0,774.01,25-34
ORD-00007-0068,2022-01-08,Books & Stationery,Sylhet,Online,13,410.82,5340.68,2670.34,2670.34,0.544,CUST-7413,0,2510.37,25-34
ORD-00007-0069,2022-01-08,Electronics,Rajshahi,Store,9,18128.1,163152.87,127259.24,35893.63,0.213,CUST-7943,0,1043.86,35-44
ORD-00007-0070,2022-01-08,Food & Beverage,Dhaka,Mobile App,7,963.85,6746.93,3710.81,3036.12,0.391,CUST-5018,0,1408.28,25-34
ORD-00007-0071,2022-01-08,Home & Garden,Rajshahi,Mobile App,13,3062.6,39813.81,27869.67,11944.14,0.322,CUST-1922,0,624.69,25-34
ORD-00007-0072,2022-01-08,Electronics,Sylhet,Mobile App,6,12226.34,73358.06,57219.29,16138.77,0.22,CUST-2865,0,2499.52,18-24
ORD-00007-0073,2022-01-08,Sports & Fitness,Dhaka,Mobile App,13,4110.87,53441.35,38477.77,14963.58,0.279,CUST-3371,0,2216.1,35-44
ORD-00007-0074,2022-01-08,Home & Garden,Chittagong,Store,5,3196.58,15982.92,11188.04,4794.88,0.341,CUST-7166,0,2852.39,25-34
ORD-00008-0075,2022-01-09,Food & Beverage,Rajshahi,Online,13,792.69,10304.93,5667.71,4637.22,0.496,CUST-2792,0,2957.56,45-54
ORD-00008-0076,2022-01-09,Electronics,Mymensingh,Online,7,17871.8,125102.6,97580.03,27522.57,0.227,CUST-8112,0,775.62,45-54
ORD-00008-0077,2022-01-09,Food & Beverage,Dhaka,Marketplace,10,789.22,7892.22,4340.72,3551.5,0.429,CUST-9666,0,1466.21,25-34
ORD-00008-0078,2022-01-09,Food & Beverage,Dhaka,Online,7,703.5,4924.5,2708.47,2216.02,0.387,CUST-7320,0,977.24,25-34
ORD-00008-0079,2022-01-09,Electronics,Chittagong,Online,9,18584.9,167264.13,130466.03,36798.11,0.214,CUST-6182,0,1606.15,35-44
ORD-00008-0080,2022-01-09,Electronics,Sylhet,Online,3,13416.86,40250.59,31395.46,8855.13,0.218,CUST-5524,0,2542.38,35-44
ORD-00008-0081,2022-01-09,Clothing,Sylhet,Online,6,2593.6,15561.62,9648.21,5913.42,0.369,CUST-6797,0,488.35,25-34
ORD-00008-0082,2022-01-09,Electronics,Sylhet,Mobile App,3,13838.04,41514.11,32381.01,9133.1,0.214,CUST-1054,0,2204.72,35-44
ORD-00008-0083,2022-01-09,Electronics,Dhaka,Mobile App,11,13559.75,149157.3,116342.7,32814.61,0.226,CUST-4310,0,2684.89,35-44
ORD-00008-0084,2022-01-09,Home & Garden,Sylhet,Store,8,4357.25,34857.98,24400.59,10457.39,0.342,CUST-6619,0,773.96,25-34
ORD-00009-0085,2022-01-10,Electronics,Rajshahi,Marketplace,2,14844.62,29689.23,23157.6,6531.63,0.228,CUST-4594,0,1263.14,35-44
ORD-00009-0086,2022-01-10,Clothing,Rajshahi,Online,14,2460.59,34448.23,21357.9,13090.33,0.421,CUST-6986,0,2338.1,18-24
ORD-00009-0087,2022-01-10,Books & Stationery,Chittagong,Mobile App,1,601.27,601.27,300.64,300.64,0.502,CUST-3599,0,1327.14,25-34
ORD-00009-0088,2022-01-10,Home & Garden,Chittagong,Online,13,3008.34,39108.36,27375.85,11732.51,0.28,CUST-1074,0,1683.05,45-54
ORD-00010-0089,2022-01-11,Clothing,Dhaka,Mobile App,2,2823.71,5647.42,3501.4,2146.02,0.399,CUST-9646,0,2546.7,25-34
ORD-00010-0090,2022-01-11,Sports & Fitness,Chittagong,Mobile App,6,4028.82,24172.9,17404.49,6768.41,0.245,CUST-6490,0,1290.03,25-34
ORD-00010-0091,2022-01-11,Clothing,Sylhet,Marketplace,3,2334.26,7002.79,4341.73,2661.06,0.368,CUST-3711,0,2251.2,25-34
ORD-00010-0092,2022-01-11,Electronics,Dhaka,Store,11,16016.78,176184.54,137423.94,38760.6,0.25,CUST-7122,0,2358.55,18-24
ORD-00010-0093,2022-01-11,Electronics,Sylhet,Mobile App,11,15344.57,168790.23,131656.38,37133.85,0.217,CUST-8970,0,2438.36,35-44
ORD-00010-0094,2022-01-11,Clothing,Rajshahi,Store,12,2406.1,28873.15,17901.35,10971.8,0.433,CUST-6136,0,1448.82,25-34
ORD-00011-0095,2022-01-12,Home & Garden,Mymensingh,Mobile App,5,3084.41,15422.03,10795.42,4626.61,0.283,CUST-5430,0,1032.58,45-54
ORD-00011-0096,2022-01-12,Beauty & Personal Care,Mymensingh,Online,14,1824.11,25537.59,14811.8,10725.79,0.414,CUST-2466,0,303.62,35-44
ORD-00011-0097,2022-01-12,Electronics,Dhaka,Mobile App,5,12519.43,62597.17,48825.79,13771.38,0.216,CUST-8126,0,1082.81,35-44
ORD-00011-0098,2022-01-12,Sports & Fitness,Dhaka,Mobile App,13,4542.93,59058.15,42521.87,16536.28,0.258,CUST-9502,0,2972.96,18-24
ORD-00011-0099,2022-01-12,Electronics,Chittagong,Marketplace,11,18294.98,201244.8,156970.94,44273.86,0.21,CUST-3032,0,1543.65,35-44
ORD-00011-0100,2022-01-12,Books & Stationery,Mymensingh,Online,9,572.86,5155.75,2577.88,2577.88,0.503,CUST-4760,0,1192.94,25-34
ORD-00011-0101,2022-01-12,Clothing,Dhaka,Marketplace,1,2047.35,2047.35,1269.36,777.99,0.328,CUST-5494,0,2103.01,25-34
ORD-00011-0102,2022-01-12,Beauty & Personal Care,Sylhet,Marketplace,6,1512.42,9074.54,5263.23,3811.31,0.468,CUST-9202,0,2969.72,35-44
ORD-00011-0103,2022-01-12,Electronics,Chittagong,Mobile App,6,17655.32,105931.94,82626.91,23305.03,0.221,CUST-8274,0,817.36,25-34
ORD-00011-0104,2022-01-12,Sports & Fitness,Chittagong,Store,7,3469.32,24285.26,17485.39,6799.87,0.316,CUST-2913,0,928.65,35-44
ORD-00011-0105,2022-01-12,Food & Beverage,Mymensingh,Online,3,963.08,2889.23,1589.08,1300.15,0.413,CUST-5675,0,456.16,45-54
ORD-00011-0106,2022-01-12,Clothing,Dhaka,Store,9,2999.84,26998.57,16739.12,10259.46,0.327,CUST-1954,0,907.42,18-24
ORD-00012-0107,2022-01-13,Books & Stationery,Chittagong,Online,3,603.97,1811.9,905.95,905.95,0.527,CUST-4930,0,2254.95,35-44
ORD-00012-0108,2022-01-13,Books & Stationery,Dhaka,Online,9,435.4,3918.61,1959.31,1959.31,0.461,CUST-5286,0,729.82,45-54
ORD-00012-0109,2022-01-13,Beauty & Personal Care,Chittagong,Online,10,2152.05,21520.48,12481.88,9038.6,0.399,CUST-4741,0,203.14,35-44
ORD-00012-0110,2022-01-13,Sports & Fitness,Dhaka,Mobile App,13,3725.02,48425.27,34866.2,13559.08,0.32,CUST-3064,0,1254.75,18-24
ORD-00012-0111,2022-01-13,Sports & Fitness,Dhaka,Mobile App,7,3895.52,27268.63,19633.41,7635.22,0.319,CUST-2435,0,2809.68,18-24
ORD-00012-0112,2022-01-13,Beauty & Personal Care,Rajshahi,Online,11,1494.95,16444.43,9537.77,6906.66,0.454,CUST-9073,0,362.18,18-24
ORD-00012-0113,2022-01-13,Books & Stationery,Mymensingh,Mobile App,12,552.11,6625.34,3312.67,3312.67,0.445,CUST-3428,0,383.75,45-54
ORD-00013-0114,2022-01-14,Electronics,Chittagong,Mobile App,3,18374.05,55122.15,42995.28,12126.87,0.198,CUST-3844,0,818.15,18-24
ORD-00013-0115,2022-01-14,Home & Garden,Rajshahi,Marketplace,1,3230.38,3230.38,2261.27,969.12,0.258,CUST-1988,0,1375.24,35-44
ORD-00013-0116,2022-01-14,Clothing,Dhaka,Online,1,3106.97,3106.97,1926.32,1180.65,0.406,CUST-2980,0,2630.74,35-44
ORD-00014-0117,2022-01-15,Food & Beverage,Chittagong,Online,13,646.43,8403.59,4621.98,3781.62,0.387,CUST-5473,0,2430.3,25-34
ORD-00014-0118,2022-01-15,Electronics,Dhaka,Mobile App,4,16627.57,66510.26,51878.0,14632.26,0.202,CUST-8099,0,1829.52,25-34
ORD-00014-0119,2022-01-15,Sports & Fitness,Dhaka,Mobile App,8,4220.37,33762.93,24309.31,9453.62,0.295,CUST-2389,0,2221.29,35-44
ORD-00014-0120,2022-01-15,Sports & Fitness,Mymensingh,Mobile App,11,5075.78,55833.55,40200.16,15633.39,0.247,CUST-7731,0,598.99,25-34
ORD-00014-0121,2022-01-15,Food & Beverage,Sylhet,Online,2,841.47,1682.95,925.62,757.33,0.452,CUST-2949,1,420.02,25-34
ORD-00014-0122,2022-01-15,Electronics,Rajshahi,Store,2,16653.89,33307.78,25980.07,7327.71,0.19,CUST-9619,0,1982.0,35-44
ORD-00015-0123,2022-01-16,Sports & Fitness,Dhaka,Mobile App,4,5051.2,20204.81,14547.47,5657.35,0.304,CUST-1894,0,1673.93,35-44
ORD-00015-0124,2022-01-16,Electronics,Dhaka,Mobile App,13,13667.95,177683.31,138592.98,39090.33,0.228,CUST-4638,0,2283.98,45-54
ORD-00015-0125,2022-01-16,Clothing,Dhaka,Mobile App,6,2181.88,13091.29,8116.6,4974.69,0.349,CUST-9503,0,2020.91,25-34
ORD-00015-0126,2022-01-16,Home & Garden,Dhaka,Store,1,2848.28,2848.28,1993.79,854.48,0.271,CUST-1158,0,2569.49,35-44
ORD-00015-0127,2022-01-16,Home & Garden,Sylhet,Store,2,3595.13,7190.26,5033.18,2157.08,0.307,CUST-7563,1,1307.44,35-44
ORD-00015-0128,2022-01-16,Food & Beverage,Sylhet,Mobile App,3,875.8,2627.41,1445.08,1182.33,0.506,CUST-4714,0,1968.37,35-44
ORD-00015-0129,2022-01-16,Electronics,Sylhet,Mobile App,7,18135.97,126951.79,99022.39,27929.39,0.212,CUST-1001,0,2592.28,25-34
ORD-00015-0130,2022-01-16,Electronics,Khulna,Mobile App,8,15005.81,120046.48,93636.26,26410.23,0.231,CUST-4814,0,1295.03,55+
ORD-00016-0131,2022-01-17,Electronics,Chittagong,Online,14,14274.77,199846.8,155880.5,43966.3,0.217,CUST-6895,0,2178.98,25-34
ORD-00016-0132,2022-01-17,Electronics,Dhaka,Mobile App,5,16970.71,84853.57,66185.78,18667.78,0.239,CUST-3203,0,1762.79,35-44
ORD-00016-0133,2022-01-17,Electronics,Mymensingh,Marketplace,5,12830.05,64150.26,50037.21,14113.06,0.19,CUST-7262,0,704.03,18-24
ORD-00016-0134,2022-01-17,Electronics,Rajshahi,Marketplace,4,16645.4,66581.61,51933.66,14647.95,0.251,CUST-1125,0,1989.54,45-54
ORD-00016-0135,2022-01-17,Food & Beverage,Chittagong,Mobile App,12,815.98,9791.82,5385.5,4406.32,0.399,CUST-6757,0,2173.11,25-34
ORD-00016-0136,2022-01-17,Home & Garden,Mymensingh,Online,8,2947.89,23583.15,16508.2,7074.94,0.276,CUST-2198,0,2546.72,55+
ORD-00016-0137,2022-01-17,Home & Garden,Chittagong,Store,8,3773.11,30184.88,21129.41,9055.46,0.324,CUST-1986,0,2130.67,35-44
ORD-00016-0138,2022-01-17,Electronics,Rajshahi,Mobile App,5,14658.58,73292.92,57168.48,16124.44,0.21,CUST-5033,0,334.99,55+
ORD-00017-0139,2022-01-18,Electronics,Dhaka,Mobile App,7,14473.62,101315.31,79025.94,22289.37,0.212,CUST-6592,0,1727.92,25-34
ORD-00017-0140,2022-01-18,Electronics,Rajshahi,Mobile App,14,13137.0,183917.99,143456.04,40461.96,0.218,CUST-7228,0,1653.43,25-34
ORD-00017-0141,2022-01-18,Electronics,Chittagong,Mobile App,2,14566.32,29132.64,22723.46,6409.18,0.203,CUST-9234,0,2476.36,35-44
ORD-00017-0142,2022-01-18,Beauty & Personal Care,Dhaka,Store,7,1598.58,11190.06,6490.24,4699.83,0.366,CUST-7542,0,2795.7,18-24
ORD-00017-0143,2022-01-18,Beauty & Personal Care,Chittagong,Mobile App,13,1522.15,19787.96,11477.02,8310.94,0.423,CUST-4610,0,1690.33,35-44
ORD-00017-0144,2022-01-18,Electronics,Sylhet,Online,13,14699.36,191091.68,149051.51,42040.17,0.195,CUST-4530,0,2606.36,45-54
ORD-00017-0145,2022-01-18,Electronics,Dhaka,Online,13,17355.5,225621.49,175984.76,49636.73,0.251,CUST-2798,0,1245.83,35-44
ORD-00017-0146,2022-01-18,Electronics,Dhaka,Store,5,16306.4,81532.0,63594.96,17937.04,0.202,CUST-5616,0,689.37,25-34
ORD-00017-0147,2022-01-18,Books & Stationery,Sylhet,Store,11,525.24,5777.68,2888.84,2888.84,0.466,CUST-7674,0,2079.99,45-54
ORD-00017-0148,2022-01-18,Sports & Fitness,Dhaka,Online,5,4161.26,20806.28,14980.52,5825.76,0.3,CUST-2249,0,1699.0,25-34
ORD-00017-0149,2022-01-18,Clothing,Dhaka,Online,11,2231.96,24551.55,15221.96,9329.59,0.368,CUST-7652,0,596.97,25-34
ORD-00017-0150,2022-01-18,Food & Beverage,Rajshahi,Mobile App,13,799.38,10391.92,5715.55,4676.36,0.476,CUST-3349,0,2228.15,35-44
ORD-00017-0151,2022-01-18,Clothing,Dhaka,Mobile App,1,2096.37,2096.37,1299.75,796.62,0.369,CUST-6472,0,1193.99,18-24
ORD-00017-0152,2022-01-18,Food & Beverage,Dhaka,Mobile App,11,928.13,10209.41,5615.18,4594.24,0.419,CUST-2735,0,1692.28,25-34
ORD-00017-0153,2022-01-18,Clothing,Rajshahi,Online,2,3118.41,6236.81,3866.82,2369.99,0.436,CUST-5211,0,1774.43,55+
ORD-00018-0154,2022-01-19,Sports & Fitness,Mymensingh,Marketplace,12,3803.47,45641.68,32862.01,12779.67,0.24,CUST-7099,0,1711.88,45-54
ORD-00018-0155,2022-01-19,Food & Beverage,Rajshahi,Store,7,672.08,4704.59,2587.53,2117.07,0.465,CUST-3785,0,529.42,25-34
ORD-00018-0156,2022-01-19,Clothing,Chittagong,Mobile App,9,2389.61,21506.51,13334.03,8172.47,0.358,CUST-6299,0,2838.68,45-54
ORD-00018-0157,2022-01-19,Electronics,Sylhet,Store,12,15878.46,190541.58,148622.43,41919.15,0.201,CUST-1560,0,2488.86,25-34
ORD-00018-0158,2022-01-19,Books & Stationery,Khulna,Online,7,581.33,4069.33,2034.67,2034.67,0.437,CUST-8842,0,2145.86,25-34
ORD-00018-0159,2022-01-19,Beauty & Personal Care,Rajshahi,Mobile App,9,2106.21,18955.88,10994.41,7961.47,0.397,CUST-9286,0,1897.51,35-44
ORD-00018-0160,2022-01-19,Electronics,Chittagong,Mobile App,9,14690.98,132218.78,103130.65,29088.13,0.195,CUST-3964,1,578.47,55+
ORD-00018-0161,2022-01-19,Food & Beverage,Mymensingh,Marketplace,13,795.7,10344.09,5689.25,4654.84,0.501,CUST-4036,0,1994.31,25-34
ORD-00019-0162,2022-01-20,Beauty & Personal Care,Dhaka,Online,9,2002.98,18026.81,10455.55,7571.26,0.379,CUST-6448,0,943.08,25-34
ORD-00019-0163,2022-01-20,Home & Garden,Rajshahi,Store,8,3797.27,30378.19,21264.73,9113.46,0.31,CUST-4292,0,1675.72,25-34
ORD-00019-0164,2022-01-20,Electronics,Khulna,Online,13,15036.05,195468.6,152465.51,43003.09,0.222,CUST-2549,0,1283.82,55+
ORD-00019-0165,2022-01-20,Electronics,Dhaka,Online,6,14825.42,88952.52,69382.96,19569.55,0.237,CUST-8993,0,1933.05,25-34
ORD-00019-0166,2022-01-20,Sports & Fitness,Rajshahi,Marketplace,5,3735.84,18679.19,13449.02,5230.17,0.279,CUST-5592,0,1472.26,45-54
ORD-00019-0167,2022-01-20,Electronics,Chittagong,Online,4,13012.83,52051.31,40600.02,11451.29,0.23,CUST-8394,0,1304.53,25-34
ORD-00020-0168,2022-01-21,Home & Garden,Khulna,Online,1,3802.75,3802.75,2661.93,1140.83,0.302,CUST-8083,0,2104.64,18-24
ORD-00020-0169,2022-01-21,Electronics,Sylhet,Online,8,12486.57,99892.55,77916.19,21976.36,0.189,CUST-1147,0,1189.1,25-34
ORD-00020-0170,2022-01-21,Clothing,Sylhet,Online,12,2744.04,32928.5,20415.67,12512.83,0.37,CUST-9964,0,2340.24,25-34
ORD-00020-0171,2022-01-21,Electronics,Dhaka,Store,8,18533.06,148264.44,115646.26,32618.18,0.228,CUST-4009,0,229.2,25-34
ORD-00020-0172,2022-01-21,Clothing,Dhaka,Online,7,3079.8,21558.63,13366.35,8192.28,0.433,CUST-3196,0,1528.14,18-24
ORD-00020-0173,2022-01-21,Food & Beverage,Mymensingh,Online,12,827.48,9929.72,5461.35,4468.37,0.388,CUST-8569,0,1242.07,25-34
ORD-00020-0174,2022-01-21,Clothing,Rajshahi,Marketplace,14,3060.96,42853.44,26569.14,16284.31,0.4,CUST-1685,1,2978.76,35-44
ORD-00020-0175,2022-01-21,Clothing,Khulna,Mobile App,2,2290.74,4581.47,2840.51,1740.96,0.348,CUST-1301,0,2374.05,35-44
ORD-00020-0176,2022-01-21,Electronics,Chittagong,Mobile App,6,18646.52,111879.12,87265.72,24613.41,0.235,CUST-5558,0,2902.36,25-34
ORD-00020-0177,2022-01-21,Electronics,Chittagong,Mobile App,5,14790.56,73952.81,57683.19,16269.62,0.221,CUST-9894,0,624.39,18-24
