transaction_id,date,store_id,product_sku,category,quantity_sold,sale_price,cost_price,discount_pct,footfall,weather,is_holiday,net_sales,gross_profit
TXN-000013,2023-01-03,Store-020,SKU-7643,Apparel,45,2984.23,463.44,8.5,1807,Rainy,0,122875.67025000001,102020.87025
TXN-000014,2023-09-19,Store-009,SKU-6696,Apparel,49,770.57,376.95,12.1,1380,Cloudy,1,33189.22047,14718.670470000001
TXN-000015,2023-11-19,Store-014,SKU-2415,Electronics,33,285.36,1564.4,3.7,1388,Cloudy,0,9068.455440000002,-42556.74456000001
TXN-000016,2023-04-15,Store-013,SKU-1269,FMCG,13,2363.32,2440.98,24.0,112,Sunny,0,23349.6016,-8383.1384
TXN-000017,2022-04-11,Store-016,SKU-8096,Pharmacy,27,3437.42,1070.61,15.0,338,Rainy,0,78888.78899999999,49982.31899999999
TXN-000018,2022-03-08,Store-014,SKU-3352,Fresh,35,516.27,3412.99,27.5,1327,Cloudy,0,13100.35125,-106354.29874999999
TXN-000019,2023-09-24,Store-005,SKU-7779,Electronics,25,217.08,3934.55,27.2,1090,Rainy,0,3950.8559999999998,-94412.894
TXN-000020,2022-03-25,Store-003,SKU-5305,Pharmacy,22,721.37,1829.83,23.6,1061,Cloudy,0,12124.78696,-28131.473039999997
TXN-000021,2023-09-27,Store-009,SKU-8597,FMCG,48,3176.06,1548.32,17.9,1830,Cloudy,0,125162.17248,50842.81247999999
TXN-000022,2023-10-06,Store-009,SKU-2191,Pharmacy,44,3018.42,1908.26,25.6,1167,Cloudy,0,98810.99712,14847.557119999998
TXN-000023,2022-02-04,Store-019,SKU-7070,Pharmacy,11,2601.42,2063.09,4.6,832,Rainy,0,27299.301480000002,4605.31148
TXN-000024,2022-01-23,Store-014,SKU-8290,Fresh,21,916.87,2344.62,14.0,457,Sunny,0,16558.6722,-32678.347799999996
TXN-000025,2023-10-07,Store-007,SKU-6938,Electronics,41,3198.93,1083.56,15.4,663,Sunny,0,110958.08598,66532.12598000001
TXN-000026,2023-12-19,Store-014,SKU-9850,Apparel,39,4763.95,468.79,19.8,1310,Sunny,0,149006.8281,130724.01810000002
TXN-000027,2022-12-11,Store-019,SKU-5844,FMCG,37,1806.63,2139.8,2.1,836,Hot,1,65441.558489999996,-13731.04151000001
TXN-000028,2022-01-30,Store-013,SKU-1791,Pharmacy,13,3109.83,2320.73,19.8,1988,Rainy,0,32423.087580000003,2253.5975800000015
TXN-000029,2022-05-24,Store-018,SKU-2811,Fresh,19,1332.51,3630.77,3.3,1889,Rainy,0,24482.20623,-44502.42377000001
TXN-000030,2023-07-15,Store-010,SKU-2823,Pharmacy,7,2072.45,3983.18,3.1,1396,Hot,0,14057.428349999998,-13824.83165
TXN-000031,2022-12-07,Store-011,SKU-1410,Pharmacy,17,4699.31,962.62,21.9,430,Cloudy,0,62392.73887000001,46028.19887000001
TXN-000032,2023-06-09,Store-007,SKU-4556,Pharmacy,24,861.1,1082.41,17.4,1521,Sunny,0,17070.446400000004,-8907.3936
TXN-000033,2022-11-29,Store-015,SKU-1568,Electronics,42,3591.18,3527.62,29.8,923,Sunny,0,105882.35111999999,-42277.688880000016
TXN-000034,2022-09-02,Store-011,SKU-2248,FMCG,5,2750.53,260.84,14.5,1846,Hot,0,11758.51575,10454.315750000002
TXN-000035,2022-09-01,Store-019,SKU-9184,Fresh,23,864.77,1105.66,8.1,464,Sunny,0,18278.64349,-7151.536510000002
TXN-000036,2023-02-25,Store-018,SKU-1638,Electronics,32,1286.16,87.17,14.9,425,Cloudy,0,35024.70912,32235.26912
TXN-000037,2023-10-07,Store-016,SKU-5920,Fresh,47,4589.72,3342.83,23.6,1783,Hot,0,164807.66576000003,7694.655760000023
TXN-000038,2022-05-12,Store-020,SKU-1361,Electronics,16,89.1,3372.95,25.9,1921,Sunny,0,1056.3696,-52910.8304
TXN-000039,2023-12-27,Store-006,SKU-5563,Apparel,23,3341.74,802.1,22.2,398,Sunny,0,59797.095559999994,41348.79556
TXN-000040,2022-08-18,Store-016,SKU-5450,Apparel,34,1420.79,2834.48,19.5,1498,Hot,0,38887.0223,-57485.29770000001
TXN-000041,2023-03-29,Store-001,SKU-6807,FMCG,39,2351.64,3321.58,3.5,1835,Cloudy,1,88503.9714,-41037.6486
TXN-000042,2022-10-22,Store-012,SKU-2061,Fresh,4,89.29,850.16,1.3,1648,Sunny,0,352.51692,-3048.12308
TXN-000043,2022-10-05,Store-010,SKU-9472,Electronics,21,1966.62,3830.87,13.2,1722,Rainy,0,35847.54936,-44600.72064000001
TXN-000044,2023-01-09,Store-013,SKU-4205,Electronics,24,3843.66,3244.81,6.4,1239,Sunny,0,86343.97824,8468.538239999994
TXN-000045,2022-07-11,Store-005,SKU-7866,Apparel,39,311.21,1136.06,21.4,495,Hot,0,9539.831339999999,-34766.50866
TXN-000046,2023-10-29,Store-008,SKU-5851,Fresh,32,1342.1,3519.46,9.1,1769,Sunny,0,39039.004799999995,-73583.7152
TXN-000047,2022-11-12,Store-006,SKU-7131,FMCG,9,2388.41,1276.13,15.4,853,Hot,0,18185.35374,6700.183739999997
TXN-000048,2022-03-24,Store-018,SKU-6281,Fresh,14,834.67,1071.91,16.1,1864,Hot,0,9804.033819999999,-5202.706180000003
TXN-000049,2022-10-23,Store-008,SKU-3101,FMCG,47,3295.3,533.82,15.6,1828,Rainy,0,130717.9604,105628.4204
TXN-000050,2023-09-12,Store-002,SKU-3071,Pharmacy,39,4232.2,2711.97,6.9,944,Hot,0,153666.9498,47900.119800000015
TXN-000051,2022-07-31,Store-006,SKU-4377,Electronics,1,2961.92,1831.24,3.8,1015,Sunny,0,2849.36704,1018.1270400000001
TXN-000052,2022-05-05,Store-020,SKU-9301,Pharmacy,14,4966.65,3410.97,9.9,1272,Rainy,0,62649.323099999994,14895.7431
TXN-000053,2022-10-30,Store-020,SKU-3470,Fresh,7,2801.04,382.46,1.8,1927,Rainy,0,19254.34896,16577.12896
TXN-000054,2023-12-18,Store-005,SKU-7462,Fresh,27,3551.08,2400.93,0.4,1003,Rainy,0,95495.64336,30670.53336000001
TXN-000055,2022-09-12,Store-008,SKU-8408,FMCG,24,3571.98,3921.63,27.2,1014,Cloudy,1,62409.63456,-31709.485439999997
TXN-000056,2023-10-19,Store-007,SKU-8573,Pharmacy,33,2196.0,3054.71,24.7,1361,Sunny,0,54568.404,-46237.026000000005
TXN-000057,2023-11-12,Store-013,SKU-1537,Electronics,25,2777.05,1086.39,22.8,775,Hot,0,53597.065,26437.315
TXN-000058,2023-12-28,Store-004,SKU-8393,FMCG,46,2152.23,2178.66,1.2,502,Hot,0,97814.54904,-2403.810959999988
TXN-000059,2023-04-09,Store-007,SKU-5100,Apparel,21,4480.81,2080.65,20.0,1386,Cloudy,0,75277.60800000001,31583.958000000006
TXN-000060,2022-09-08,Store-001,SKU-4925,Apparel,25,4320.59,862.91,28.3,1056,Sunny,0,77446.57575,55873.82575
TXN-000061,2022-06-20,Store-002,SKU-2711,Pharmacy,38,4895.77,3637.4,0.3,367,Cloudy,0,185481.14222,47259.94222
TXN-000062,2022-12-20,Store-019,SKU-7925,Apparel,21,1022.4,3291.14,17.8,249,Cloudy,0,17648.668799999996,-51465.2712
TXN-000063,2023-01-17,Store-020,SKU-3941,Electronics,46,4047.06,1736.19,8.1,1219,Rainy,0,171085.41444000002,91220.67444000002
TXN-000064,2022-09-09,Store-020,SKU-9008,Electronics,48,681.82,2660.7,27.1,1858,Cloudy,0,23858.24544,-103855.35455999999
TXN-000065,2022-01-26,Store-017,SKU-8428,Electronics,38,4387.39,2797.99,28.3,167,Sunny,0,119538.82794,13215.207940000008
TXN-000066,2022-02-11,Store-016,SKU-8008,Electronics,43,2423.51,2020.89,13.2,1661,Rainy,1,90455.08724000001,3556.817240000004
TXN-000067,2023-08-09,Store-020,SKU-1963,Apparel,14,242.61,1803.3,6.2,1669,Cloudy,1,3185.95452,-22060.24548
TXN-000068,2022-06-01,Store-005,SKU-2136,Apparel,12,4190.0,1790.1,13.3,1955,Sunny,0,43592.76,22111.560000000005
TXN-000069,2023-09-11,Store-020,SKU-2621,FMCG,20,4927.16,1247.35,3.7,817,Cloudy,0,94897.1016,69950.1016
TXN-000070,2022-11-01,Store-017,SKU-3475,Fresh,18,1494.14,1361.89,7.9,1007,Hot,0,24769.85292,255.83292000000074
TXN-000071,2023-01-03,Store-016,SKU-7428,Fresh,16,4314.68,32.85,4.5,1639,Sunny,0,65928.3104,65402.7104
TXN-000072,2022-12-28,Store-006,SKU-8940,Apparel,20,1579.5,2620.47,0.2,521,Rainy,0,31526.82,-20882.579999999994
TXN-000073,2023-07-02,Store-016,SKU-7446,Electronics,2,1728.01,233.45,15.8,1359,Sunny,0,2909.96884,2443.06884
TXN-000074,2023-11-27,Store-001,SKU-8062,FMCG,42,2664.18,719.62,9.9,1718,Hot,0,100817.89956,70593.85956000001
TXN-000075,2023-12-12,Store-017,SKU-5910,Apparel,21,4138.74,2495.45,13.1,1242,Hot,0,75527.86626,23123.416259999998
TXN-000076,2022-08-22,Store-007,SKU-5648,FMCG,23,2513.71,383.32,8.2,695,Cloudy,1,53074.47294000001,44258.112940000006
TXN-000077,2022-06-07,Store-001,SKU-6539,Apparel,2,4515.27,1425.87,29.4,390,Sunny,0,6375.56124,3523.82124
TXN-000078,2023-08-29,Store-002,SKU-7353,Electronics,44,3003.73,2719.07,6.3,1601,Rainy,1,123837.78044,4198.7004400000005
TXN-000079,2023-12-25,Store-002,SKU-2809,Electronics,4,3124.45,2895.87,3.8,203,Rainy,0,12022.8836,439.40359999999964
TXN-000080,2022-07-05,Store-019,SKU-8980,Fresh,29,1468.95,3096.14,22.8,1152,Rainy,0,32886.852600000006,-56901.20739999999
TXN-000081,2023-06-26,Store-015,SKU-7471,Pharmacy,23,182.93,2237.02,22.6,730,Hot,0,3256.5198600000003,-48194.94014
TXN-000082,2023-10-05,Store-004,SKU-7265,Electronics,37,811.5,96.45,4.6,1949,Sunny,1,28644.326999999997,25075.676999999996
TXN-000083,2023-04-07,Store-004,SKU-1037,Electronics,1,4842.38,264.14,16.6,794,Sunny,0,4038.54492,3774.40492
TXN-000084,2023-02-24,Store-001,SKU-5477,Fresh,47,2809.83,3887.69,27.2,405,Cloudy,0,96141.14328,-86580.28671999999
TXN-000085,2023-09-30,Store-002,SKU-2840,FMCG,42,341.61,3762.43,21.4,764,Rainy,0,11277.22932,-146744.83067999998
TXN-000086,2023-04-22,Store-008,SKU-3374,Pharmacy,44,1068.45,3527.29,15.2,1771,Hot,0,39866.0064,-115334.75360000001
TXN-000087,2022-03-20,Store-016,SKU-3312,Pharmacy,45,2378.01,552.85,13.2,1761,Rainy,0,92885.0706,68006.8206
TXN-000088,2023-08-31,Store-003,SKU-4993,Fresh,47,454.39,2707.84,21.3,882,Rainy,0,16807.43171,-110461.04829
TXN-000089,2022-08-27,Store-020,SKU-5991,Electronics,49,4151.17,744.41,29.5,523,Hot,0,143402.16765000002,106926.07765000002
TXN-000090,2023-06-22,Store-019,SKU-2457,Apparel,18,1009.68,822.54,26.2,1966,Rainy,0,13412.589119999999,-1393.1308800000006
TXN-000091,2022-12-16,Store-017,SKU-3430,Fresh,2,4899.15,3712.97,14.6,1659,Sunny,0,8367.7482,941.8082000000004
TXN-000092,2022-11-11,Store-004,SKU-7821,Fresh,46,1456.18,1021.97,19.1,1317,Cloudy,1,54190.28251999999,7179.662519999991
TXN-000093,2023-09-24,Store-010,SKU-5763,Pharmacy,32,1685.83,146.14,16.4,437,Sunny,0,45099.324160000004,40422.84416000001
TXN-000094,2023-01-08,Store-001,SKU-8487,Fresh,41,610.23,337.94,26.1,214,Sunny,0,18489.35877,4633.81877
TXN-000095,2023-06-18,Store-020,SKU-7691,Electronics,13,3446.32,3568.5,17.6,760,Rainy,0,36916.97984,-9473.52016
TXN-000096,2023-05-12,Store-018,SKU-1240,Apparel,4,4704.67,3427.79,7.7,1287,Hot,0,17369.64164,3658.481640000002
TXN-000097,2023-11-05,Store-005,SKU-8098,Electronics,2,388.36,1666.44,26.3,312,Hot,0,572.44264,-2760.43736
TXN-000098,2023-09-06,Store-019,SKU-3333,FMCG,18,4609.18,2739.75,28.5,1373,Hot,0,59320.14660000001,10004.646600000007
TXN-000099,2022-01-23,Store-002,SKU-4469,FMCG,49,859.49,1282.62,28.2,1239,Sunny,0,30238.57718,-32609.802819999997
TXN-000100,2022-06-23,Store-002,SKU-7199,Electronics,12,4515.02,378.91,0.3,854,Hot,0,54017.69928000001,49470.77928000001
TXN-000101,2023-01-07,Store-016,SKU-5645,Apparel,25,2372.65,45.47,7.8,1285,Cloudy,0,54689.582500000004,53552.832500000004
TXN-000102,2023-12-23,Store-004,SKU-1181,Electronics,1,3523.62,2615.96,21.2,728,Rainy,0,2776.61256,160.65256
TXN-000103,2023-06-15,Store-004,SKU-8395,FMCG,15,3634.35,3303.32,10.9,1457,Hot,0,48573.08775,-976.7122500000041
TXN-000104,2022-06-05,Store-005,SKU-8929,FMCG,11,3146.9,845.22,22.7,1070,Cloudy,0,26758.0907,17460.670700000002
TXN-000105,2023-07-05,Store-011,SKU-4353,Electronics,38,3712.33,2469.15,29.5,767,Sunny,0,99453.32070000001,5625.620700000014
TXN-000106,2022-05-21,Store-012,SKU-3086,Fresh,34,4979.57,2690.78,19.6,1922,Rainy,0,136121.52552000002,44635.00552000002
TXN-000107,2022-03-17,Store-012,SKU-9135,Apparel,19,2530.84,2319.14,25.4,378,Sunny,0,35872.12616000001,-8191.533839999989
TXN-000108,2023-09-21,Store-017,SKU-6640,Electronics,18,4346.01,1476.78,14.5,596,Sunny,0,66885.0939,40303.053900000006
TXN-000109,2023-11-07,Store-011,SKU-5010,Fresh,3,1012.04,1851.59,7.4,1361,Rainy,0,2811.44712,-2743.3228799999997
TXN-000110,2023-06-21,Store-011,SKU-9467,Pharmacy,18,4734.62,2160.34,21.0,884,Hot,1,67326.2964,28440.176400000004
TXN-000111,2023-01-12,Store-007,SKU-2016,Electronics,22,4740.52,1044.53,5.1,990,Sunny,0,98972.57656,75992.91656
TXN-000112,2023-05-15,Store-017,SKU-4185,Electronics,20,1735.06,3946.7,28.0,1732,Hot,1,24984.863999999998,-53949.136
TXN-000113,2023-05-12,Store-007,SKU-7583,FMCG,29,2673.07,1957.3,10.9,725,Hot,0,69069.45573,12307.755730000004
TXN-000114,2023-07-26,Store-003,SKU-1728,Apparel,48,3535.59,3949.7,10.7,590,Cloudy,0,151549.52976,-38036.07023999997
TXN-000115,2023-10-11,Store-012,SKU-9566,Electronics,11,3828.15,2922.03,27.6,1389,Rainy,0,30487.3866,-1654.9434
TXN-000116,2022-12-02,Store-017,SKU-9880,FMCG,25,1930.51,3406.82,17.5,146,Cloudy,0,39816.768749999996,-45353.731250000004
TXN-000117,2022-03-15,Store-019,SKU-6407,FMCG,15,2462.83,3051.62,1.4,278,Sunny,0,36425.255699999994,-9349.044300000001
TXN-000118,2023-08-17,Store-019,SKU-9121,Apparel,40,4995.61,883.61,23.0,791,Hot,0,153864.788,118520.388
TXN-000119,2022-05-21,Store-015,SKU-3011,Apparel,32,2831.39,3532.04,1.2,1600,Hot,0,89517.22623999999,-23508.05376000001
TXN-000120,2023-07-27,Store-013,SKU-2804,Electronics,44,2496.83,2314.52,10.5,1267,Sunny,0,98325.1654,-3513.7146000000066
TXN-000121,2022-05-26,Store-017,SKU-2245,Electronics,47,4100.0,1950.76,21.2,196,Sunny,0,151847.6,60161.880000000005
TXN-000122,2022-06-01,Store-016,SKU-8418,Pharmacy,30,487.6,1424.15,17.0,1908,Rainy,0,12141.24,-30583.260000000002
TXN-000123,2023-10-17,Store-018,SKU-7201,Pharmacy,13,944.07,3540.42,2.8,365,Cloudy,0,11929.26852,-34096.19148
TXN-000124,2023-09-19,Store-012,SKU-4674,Apparel,15,3818.42,444.74,14.1,980,Hot,0,49200.341700000004,42529.241700000006
TXN-000125,2023-04-23,Store-002,SKU-2356,Pharmacy,3,4061.48,803.86,20.6,247,Sunny,0,9674.445360000002,7262.865360000002
TXN-000126,2022-01-22,Store-009,SKU-7257,Pharmacy,39,742.72,1653.44,23.0,1436,Rainy,0,22303.8816,-42180.2784
TXN-000127,2022-05-02,Store-008,SKU-1286,Apparel,47,2591.74,2716.23,11.9,1412,Cloudy,0,107316.17817999999,-20346.63182000001
TXN-000128,2023-10-01,Store-006,SKU-1387,Pharmacy,22,3551.53,1213.84,5.0,861,Hot,0,74226.977,47522.497
TXN-000129,2023-04-21,Store-015,SKU-1144,Fresh,27,4858.16,3141.9,29.5,1763,Hot,0,92475.07560000001,7643.775600000008
TXN-000130,2022-10-09,Store-011,SKU-7535,Fresh,8,4170.04,2250.48,14.6,1686,Hot,0,28489.71328,10485.87328
TXN-000131,2023-08-17,Store-011,SKU-6203,Electronics,37,2741.33,232.99,0.5,930,Sunny,0,100922.06395,92301.43394999999
TXN-000132,2023-07-25,Store-010,SKU-4735,Apparel,38,3773.97,1553.56,21.8,1145,Hot,0,112147.29251999999,53112.01251999999
TXN-000133,2023-09-07,Store-017,SKU-6639,Apparel,38,376.78,3135.06,9.2,1095,Hot,0,13000.41712,-106131.86288
TXN-000134,2022-12-26,Store-017,SKU-1557,Fresh,44,758.98,3921.28,6.9,1698,Rainy,0,31090.856720000003,-141445.46328
TXN-000135,2022-08-22,Store-010,SKU-4246,Electronics,44,2076.18,2387.0,18.5,698,Sunny,0,74451.8148,-30576.185200000007
TXN-000136,2023-01-21,Store-019,SKU-2461,Pharmacy,29,3111.9,463.88,25.3,735,Rainy,1,67413.08970000001,53960.56970000001
TXN-000137,2022-09-17,Store-012,SKU-1518,Electronics,35,3457.41,1724.93,23.6,605,Cloudy,0,92451.1434,32078.593399999998
TXN-000138,2023-08-07,Store-009,SKU-5114,FMCG,16,2419.07,1919.36,27.3,894,Hot,0,28138.62224,-2571.137759999998
TXN-000139,2022-11-26,Store-005,SKU-6252,Electronics,15,217.87,2930.2,24.0,1145,Sunny,0,2483.7180000000003,-41469.282
TXN-000140,2023-07-03,Store-013,SKU-2479,Pharmacy,44,1681.34,709.65,16.1,570,Sunny,0,62068.34743999999,30843.747439999992
TXN-000141,2022-12-11,Store-002,SKU-9608,Electronics,6,4243.52,1933.12,9.9,1608,Cloudy,0,22940.46912,11341.749120000002
TXN-000142,2023-04-30,Store-010,SKU-9509,Apparel,12,2375.81,3078.51,28.6,382,Hot,1,20355.94008,-16586.179920000002
TXN-000143,2022-09-11,Store-012,SKU-1255,Apparel,44,4085.92,2205.67,25.1,962,Hot,1,134655.57952,37606.09951999999
TXN-000144,2023-04-21,Store-013,SKU-4539,Apparel,21,422.21,3163.26,3.2,1853,Hot,0,8582.684879999999,-57845.775120000006
TXN-000145,2023-06-06,Store-001,SKU-2504,Fresh,22,280.5,2341.88,29.2,138,Cloudy,1,4369.068,-47152.292
TXN-000146,2023-01-10,Store-008,SKU-5894,FMCG,15,3072.13,2803.67,13.7,724,Sunny,0,39768.722850000006,-2286.3271499999973
TXN-000147,2022-10-31,Store-002,SKU-1679,Fresh,41,4295.41,3640.96,20.5,1688,Cloudy,0,140008.88895,-9270.471050000022
TXN-000148,2022-09-01,Store-018,SKU-9486,FMCG,10,985.87,3855.17,27.9,1085,Sunny,1,7108.122700000002,-31443.577299999997
TXN-000149,2022-06-14,Store-020,SKU-1001,Apparel,22,541.18,2280.66,27.8,537,Sunny,0,8596.10312,-41578.41688
TXN-000150,2023-08-05,Store-004,SKU-8050,Fresh,14,3284.01,2871.88,20.5,1483,Cloudy,1,36551.0313,-3655.2886999999973
TXN-000151,2022-07-02,Store-020,SKU-2367,Apparel,2,2273.35,199.43,22.8,649,Sunny,0,3510.0524,3111.1924
TXN-000152,2023-07-31,Store-010,SKU-2956,Pharmacy,12,440.95,2305.87,23.7,1686,Rainy,0,4037.3381999999997,-23633.1018
TXN-000153,2023-12-07,Store-014,SKU-7666,Apparel,6,1227.99,354.97,6.8,1076,Sunny,0,6866.92008,4737.10008
TXN-000154,2023-01-02,Store-003,SKU-8603,Pharmacy,33,2032.98,3192.33,2.3,1753,Cloudy,0,65545.30817999999,-39801.58182000001
TXN-000155,2022-04-05,Store-013,SKU-5570,Pharmacy,10,2711.94,867.89,12.5,366,Hot,0,23729.475000000002,15050.575000000003
TXN-000156,2023-02-06,Store-015,SKU-5032,Fresh,32,3141.43,1293.21,5.5,1768,Sunny,0,94996.84319999999,53614.12319999999
TXN-000157,2023-06-29,Store-015,SKU-3071,Fresh,41,2930.58,2273.26,16.0,205,Hot,0,100929.1752,7725.515199999994
TXN-000158,2023-02-09,Store-010,SKU-9668,FMCG,46,3067.24,2415.92,3.5,688,Sunny,0,136154.78359999997,25022.46359999996
TXN-000159,2022-04-16,Store-007,SKU-9648,Fresh,24,4805.19,3510.35,28.3,215,Hot,1,82687.70951999999,-1560.6904800000048
TXN-000160,2022-08-08,Store-011,SKU-4554,Electronics,33,3743.43,699.99,6.7,891,Cloudy,0,115256.46626999999,92156.79626999999
TXN-000161,2023-06-21,Store-017,SKU-5569,FMCG,45,909.79,2181.83,13.8,1293,Hot,0,35290.7541,-62891.59589999999
TXN-000162,2023-01-18,Store-015,SKU-6583,Electronics,43,2045.79,1509.36,1.3,1865,Hot,0,86825.37339,21922.893389999997
TXN-000163,2023-05-23,Store-012,SKU-9395,Apparel,36,424.02,2881.19,11.1,1127,Sunny,0,13570.33608,-90152.50392
TXN-000164,2022-03-16,Store-014,SKU-1164,Fresh,7,3108.86,1779.66,13.7,1669,Cloudy,0,18780.62326,6323.0032599999995
TXN-000165,2022-04-10,Store-006,SKU-7434,Electronics,30,3255.89,241.64,5.4,1438,Sunny,0,92402.15819999999,85152.9582
TXN-000166,2023-12-27,Store-014,SKU-8421,Fresh,36,1804.82,391.5,24.1,406,Sunny,0,49314.901679999995,35220.901679999995
TXN-000167,2022-07-04,Store-017,SKU-6960,FMCG,2,1345.28,3542.64,25.6,958,Sunny,0,2001.77664,-5083.50336
TXN-000168,2023-03-04,Store-020,SKU-3179,Fresh,10,4461.11,839.5,17.8,441,Cloudy,1,36670.324199999995,28275.324199999995
TXN-000169,2023-07-15,Store-016,SKU-3156,FMCG,48,2217.61,2696.36,27.4,657,Sunny,0,77279.27328,-52146.006720000005
TXN-000170,2022-05-28,Store-004,SKU-4627,Pharmacy,2,4258.92,3962.83,25.2,1058,Cloudy,0,6371.34432,-1554.3156799999997
TXN-000171,2022-02-10,Store-011,SKU-9359,Pharmacy,35,2621.54,3053.38,8.9,861,Rainy,0,83587.8029,-23280.497100000008
TXN-000172,2023-02-10,Store-017,SKU-2851,Pharmacy,49,3558.27,3475.4,29.9,528,Rainy,0,122223.01623000002,-48071.58376999998
TXN-000173,2022-06-09,Store-017,SKU-2649,Fresh,24,3955.16,3802.02,12.3,741,Cloudy,0,83248.20767999999,-8000.272320000004
TXN-000174,2022-02-10,Store-002,SKU-3132,Pharmacy,19,538.16,140.48,14.0,746,Rainy,0,8793.534399999999,6124.414399999999
TXN-000175,2023-10-26,Store-006,SKU-4800,Pharmacy,25,4948.49,156.05,5.3,1648,Sunny,0,117155.50074999999,113254.25074999999
TXN-000176,2022-10-08,Store-018,SKU-3587,Electronics,19,3453.65,1609.13,25.9,724,Cloudy,0,48623.938350000004,18050.468350000003
TXN-000177,2023-01-20,Store-019,SKU-6931,Fresh,22,301.62,853.66,23.3,1848,Rainy,0,5089.53588,-13690.984120000001
TXN-000178,2022-12-21,Store-015,SKU-2460,Fresh,37,3663.93,2685.17,20.0,1233,Hot,0,108452.32800000001,9101.038
TXN-000179,2022-06-06,Store-004,SKU-2389,Apparel,34,4536.58,2078.52,21.2,495,Sunny,0,121544.05136000001,50874.37136000002
TXN-000180,2022-06-02,Store-004,SKU-3958,Electronics,12,1982.55,339.48,29.7,772,Hot,0,16724.7918,12651.031799999999
TXN-000181,2022-05-07,Store-003,SKU-9104,Electronics,5,3042.01,1262.9,19.5,331,Rainy,0,12244.09025,5929.590249999999
TXN-000182,2022-11-08,Store-009,SKU-5220,Electronics,23,1235.6,3656.89,10.4,661,Rainy,0,25463.2448,-58645.2252
TXN-000183,2023-11-09,Store-003,SKU-5614,Pharmacy,32,4772.84,2030.7,19.6,1662,Sunny,0,122795.62752000001,57813.22752000001
TXN-000184,2023-05-01,Store-015,SKU-7790,Pharmacy,21,3667.23,2232.12,13.2,1642,Sunny,0,66846.26844,19971.748440000003
TXN-000185,2022-09-09,Store-013,SKU-6509,FMCG,21,1994.57,326.45,27.3,1361,Rainy,0,30451.10019,23595.65019
TXN-000186,2023-01-06,Store-004,SKU-6416,FMCG,17,2503.01,113.88,19.7,337,Sunny,0,34168.589510000005,32232.629510000006
TXN-000187,2022-04-21,Store-010,SKU-2242,Fresh,36,144.5,3960.36,14.8,1060,Hot,0,4432.104,-138140.856
TXN-000188,2023-10-18,Store-011,SKU-8250,Apparel,6,4317.71,2849.96,13.7,1500,Cloudy,0,22357.10238,5257.342379999998
TXN-000189,2022-01-18,Store-010,SKU-4884,FMCG,5,4772.68,702.47,25.2,1635,Sunny,0,17849.823200000003,14337.473200000002
TXN-000190,2023-08-18,Store-009,SKU-8966,FMCG,11,1688.21,3005.09,17.6,1778,Sunny,0,15301.935440000001,-17754.054560000004
TXN-000191,2022-09-22,Store-013,SKU-7713,Apparel,14,1509.9,2298.34,2.5,118,Rainy,0,20610.135000000002,-11566.625
TXN-000192,2023-10-23,Store-004,SKU-1624,FMCG,4,1461.73,406.57,6.0,1657,Hot,0,5496.1048,3869.8248000000003
TXN-000193,2023-03-28,Store-006,SKU-9501,Apparel,16,4400.32,1682.49,10.3,1025,Hot,0,63153.39264,36233.552639999994
TXN-000194,2023-12-26,Store-009,SKU-9935,Apparel,47,3234.55,2609.68,20.4,299,Rainy,0,121010.98460000001,-1643.9753999999812
